cohort_month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,20
2016-09-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,100.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.84,0.0,0.12,0.0,0.29,0.0,0.74,0.0,0.24,0.72,0.39
2016-12-01,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,100.0,0.07,0.07,0.07,0.18,0.05,0.33,0.07,0.02,0.0,0.33,0.04,0.41,0.27,0.04,0.08,0.15,0.29,0.03,0.0
2017-02-01,100.0,0.19,0.21,0.04,0.42,0.02,0.25,0.1,0.18,0.12,0.14,0.16,0.11,0.12,0.06,0.05,0.11,0.14,0.0,0.0
2017-03-01,100.0,0.38,0.4,0.46,0.28,0.36,0.17,0.21,0.33,0.06,0.17,0.09,0.22,0.05,0.17,0.17,0.04,0.07,0.0,0.0
2017-04-01,100.0,0.78,0.24,0.2,0.31,0.31,0.54,0.28,0.25,0.13,0.17,0.08,0.04,0.07,0.08,0.06,0.26,0.0,0.0,0.0
2017-05-01,100.0,0.31,0.49,0.27,0.22,0.27,0.55,0.11,0.29,0.22,0.24,0.24,0.18,0.01,0.11,0.11,0.0,0.0,0.0,0.0
2017-06-01,100.0,0.42,0.42,0.31,0.3,0.33,0.3,0.16,0.07,0.09,0.48,0.44,0.09,0.23,0.55,0.0,0.0,0.0,0.0,0.0
2017-07-01,100.0,0.55,0.22,0.21,0.19,0.35,0.47,0.04,0.05,0.39,0.21,0.2,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,100.0,0.78,0.35,0.15,0.27,0.46,0.29,0.29,0.3,0.2,0.21,0.31,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,100.0,0.5,0.47,0.23,0.48,0.27,0.15,0.13,0.16,0.08,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,100.0,0.57,0.21,0.08,0.19,0.19,0.13,0.31,0.33,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,100.0,0.73,0.35,0.13,0.19,0.17,0.1,0.15,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,100.0,0.3,0.22,0.26,0.24,0.25,0.16,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,100.0,0.35,0.33,0.31,0.25,0.14,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,100.0,0.32,0.41,0.38,0.21,0.31,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,100.0,0.27,0.3,0.3,0.13,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,100.0,0.45,0.32,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,100.0,0.76,0.22,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,100.0,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,100.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
